prompt,ground_truth,generated_hint,bleu_1,bleu_2,bleu_3,bleu_4
"Q: This is a musically app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'tx mail address'. The hint text of this component is 'email address'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tx nickname'. The hint text of this component is 'create username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn create account'. The text on this component is 'create account'. 
The purpose of this input component may be 'tx password'. What is the hint text of this input component?",set password,create password,0.7879441171442,0.7879441171442,0.518558927632837,0.518558927632837
"Q: This is a musically app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'tx nickname'. The hint text of this component is 'create username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tx password'. The hint text of this component is 'set password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn create account'. The text on this component is 'create account'. 
The purpose of this input component may be 'tx mail address'. What is the hint text of this input component?",email address,email,0.7879441171442,0.7879441171442,0.518558927632837,0.518558927632837
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.hipmunk.com/privacy?embed=true'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a android app. On its HotelsActivity page, it has an input component. The purpose of this input component may be 'name filter box'. What is the hint text of this input component?",Enter property name,"Enter the name of the city, location or",0.7879441171442,0.7879441171442,0.518558927632837,0.518558927632837
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.appicenter.net/lang.en.html'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a conjugator_demo_en app. On its ActivitySearch page, it has an input component. The purpose of this input component may be 'search src text'. What is the hint text of this input component?",Search Verbs/Forms,Search Verbs/Forms,1.0,1.0,0.518558927632837,0.518558927632837
"Q: This is a conjugator_demo_en app. On its ActivityBrowse page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'search close btn'. 
The purpose of this input component may be 'search src text'. What is the hint text of this input component?",Search Verbs/Forms,Search conjugation,0.7879441171442,0.7879441171442,0.518558927632837,0.518558927632837
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://m.aliexpress.com/?aff_platform=aaf&cpt=1495205337376&sk=eub6yrrBy&aff_trace_key=bd5447710a4c44a1b1272f1e1c8c9d5f-1495205337376-00436-eub6yrrBy'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://m.facebook.com/www.usee.in/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'newtab'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'bookmarks'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'clear'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a android app. On its WelcomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'activity progress'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'editText name'. The hint text of this component is 'Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button register'. The text on this component is 'Register'. 
The purpose of this input component may be 'editText password'. What is the hint text of this input component?",Password,Password,1.0,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a app app. On its SignUpFormActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'logo'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity btn'. The text on this component is 'GET STARTED'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity username'. The hint text of this component is 'Choose your username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity birthday'. The hint text of this component is 'Birthdate'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity email'. The hint text of this component is 'Email address'. 
The purpose of this input component may be 'sign up activity captcha text'. What is the hint text of this input component?",Enter Security Code,Enter code,0.7879441171442,0.7879441171442,0.518558927632837,0.518558927632837
"Q: This is a app app. On its SignUpFormActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'logo'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity btn'. The text on this component is 'GET STARTED'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity username'. The hint text of this component is 'Choose your username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity birthday'. The hint text of this component is 'Birthdate'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity captcha text'. The hint text of this component is 'Enter Security Code'. 
The purpose of this input component may be 'sign up activity email'. What is the hint text of this input component?",Email address,Email,0.7879441171442,0.7879441171442,0.518558927632837,0.518558927632837
"Q: This is a app app. On its SignUpFormActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'logo'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity btn'. The text on this component is 'GET STARTED'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity username'. The hint text of this component is 'Choose your username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity birthday'. The hint text of this component is 'Birthdate'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity email'. The hint text of this component is 'Email address'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'sign up activity captcha text'. The hint text of this component is 'Enter Security Code'. 
The purpose of this input component may be 'sign up activity password'. What is the hint text of this input component?",Password,Password,1.0,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a id_2862 app. On its WarmWelcomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'top divider'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'mid divider'. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'search view'. What is the hint text of this input component?",Enter City or Zip Code,Enter City or Zip Code,1.0,1.0,1.0,1.0
"Q: This is a myaccount app. On its LoginPopupActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'login fb button'. The text on this component is 'Log in with Facebook'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et new login username'. The text on this component is 'appcrawler5@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login username btn'. The text on this component is 'LOGIN'. 
The purpose of this input component may be 'et new login password'. What is the hint text of this input component?",Password,Password,1.0,0.92507385850726,0.92507385850726,0.518558927632837
"Q: This is a myaccount app. On its LoginPopupActivity page, it has an input component. The text on this component is 'appcrawler5@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'login fb button'. The text on this component is 'Log in with Facebook'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et new login password'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login username btn'. The text on this component is 'LOGIN'. 
The purpose of this input component may be 'et new login username'. What is the hint text of this input component?",Email,Email,1.0,0.92507385850726,0.92507385850726,0.518558927632837
"Q: This is a app app. On its SignupActivity page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Let's get started!'. 
There is a component on the same vertical line as this input component. The text on this component is 'Just enter your info to get started.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup email edittext'. The text on this component is 'appcrawler6@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup button'. The text on this component is 'Get started!'. 
The purpose of this input component may be 'signup password edittext'. What is the hint text of this input component?",Choose Password,Password,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a app app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler6@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Let's get started!'. 
There is a component on the same vertical line as this input component. The text on this component is 'Just enter your info to get started.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup password edittext'. The text on this component is 'Crowd3116'. The hint text of this component is 'Choose Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup button'. The text on this component is 'Get started!'. 
The purpose of this input component may be 'signup email edittext'. What is the hint text of this input component?",Email,Enter Email,0.5,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a app app. On its SendParentReferralActivity page, it has an input component. The text on this component is 'iddle@gmail..com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Tell us a bit more so that we can invite your school or daycare.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'name input'. The text on this component is 'Nuddke iddle'. The hint text of this component is 'School Name'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'phone input'. The hint text of this component is 'School Phone'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'anonymous input'. The text on this component is 'Send anonymously'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'invite button'. The text on this component is 'Invite!'. 
The purpose of this input component may be 'email input'. What is the hint text of this input component?",School Email,School Email,1.0,1.0,0.518558927632837,0.518558927632837
"Q: This is a webwrapper app. On its SetupCoreActivity page, it has an input component. The purpose of this input component may be 'search autocomplete'. What is the hint text of this input component?",Search stocks,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a webwrapper app. On its SetupCoreActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Enter your email address to get started.'. 
There is a component on the same vertical line as this input component. The text on this component is 'Seeking Alpha Users:'. 
There is a component on the same vertical line as this input component. The text on this component is 'Please enter the email address linked to your Seeking Alpha account.'. 
The purpose of this input component may be 'setup email field'. What is the hint text of this input component?",Email,Email address,0.5,0.4043537731417560,0.4043537731417560,0.22507385850726
"Q: This is a webwrapper app. On its SetupCoreActivity page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Enter your Seeking Alpha password'. 
There is a component on the same vertical line as this input component. The text on this component is 'Forgot your password?'. 
The purpose of this input component may be 'password field'. What is the hint text of this input component?",Password,Password,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://m.youtube.com/watch?v=lcH0-RsMH5Q'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a demo app. On its MainActivity page, it has an input component. The text on this component is 'http://www.avd-app.com/gettingstarted/'. The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'Search or Url'. The purpose of this input component may be 'search box'. What is the hint text of this input component?",Search or type URL,Search or Type URL,1.0,1.0,1.0,1.0
"Q: This is a mypilot app. On its OnBoardingContainerActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'imageView1'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'textView1'. The text on this component is 'Get connected with myRewards and earn what you deserve faster'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'textView1'. The text on this component is 'Do you have a Loyalty Card already?'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'new account text field'. The text on this component is 'I need a myRewards account'. The hint text of this component is 'I need a myRewards account'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'trouble with account btn'. The text on this component is 'Trouble with account?'. 
The purpose of this input component may be 'existing account text field'. What is the hint text of this input component?",Password,Password,1.0,1.0,1.0,1.0
"Q: This is a phonelocationphone app. On its PhoneVerify page, it has an input component. The text on this component is '+14155791638'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'textView3'. The text on this component is 'Enter your phone number'. 
The purpose of this input component may be 'EDTNumber'. What is the hint text of this input component?",Enter your phone number,Enter your phone number,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.bikecomputer.co/privacy_policy.html'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a app app. On its Navigator_MainActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv verifyuser sign in'. The text on this component is 'Login'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et phone number'. The hint text of this component is '10 digit mobile number'. 
The purpose of this input component may be 'et password'. What is the hint text of this input component?",Enter password,Enter password,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://secure.citrixonline.com/secure/gotowebinar/commerce/try/contact-sales?planKeys=56'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a gotowebinar app. On its HomeScreenActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'webinar id edit text'. What is the hint text of this input component?",Enter a Webinar ID,Enter Webinar ID,0.7165313105737890,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://service.thecloud.net/service-platform/terms-and-conditions/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.sportsengine.com/legal/privacy_policy/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a firefox_beta app. On its BrowserApp page, it has an input component. The text on this component is 'https://support.mozilla.org/en-US/products/mobile?utm_source=inproduct&utm_medium=default-bookmarks&utm_campaign=mobileandroid'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'nav back'. 
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'add tab'. 
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tabs'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'edit cancel'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'qrcode'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'mic'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'url bar title'. The text on this component is 'https://support.mozilla.org/en-US/products/mobile?utm_source=inproduct&utm_medium=default-bookmarks&utm_campaign=mobileandroid'. The hint text of this component is 'Search or enter address'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'stop'. 
The purpose of this input component may be 'url edit text'. What is the hint text of this input component?",Search or enter address,Search or enter address,1.0,1.0,1.0,1.0
"Q: This is a broadcastify app. On its TiActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'titanium ui edittext'. The hint text of this component is 'Username'. 
The purpose of this input component may be 'titanium ui edittext'. What is the hint text of this input component?",Password,Password,1.0,0.92507385850726,0.92507385850726,0.518558927632837
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://broadcastify.zendesk.com/hc/en-us'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.sportsengine.com/team/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a driveaxle app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'passwordField'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'emailField'. What is the hint text of this input component?",Email Address,Email,0.7165313105737890,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a driveaxle app. On its PasswordResetActivity page, it has an input component. The text on this component is 'appcrawler4@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'passwordField'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'emailField'. What is the hint text of this input component?",Email Address,Email,0.7165313105737890,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a waze app. On its MainActivity page, it has an input component. The purpose of this input component may be 'searchBox'. What is the hint text of this input component?",Search address,Enter City or Zip Code,0,0,0,0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://m.facebook.com/home.php?_rdr'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'clear'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://liksquared.com/collections/best-sellers'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a free app. On its SignupActivity page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'input edittext'. The text on this component is 'appcrawler6@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input edittext'. The text on this component is '94102'. The hint text of this component is 'Postal Code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input edittext'. 
The purpose of this input component may be 'input edittext'. What is the hint text of this input component?",Password,Password,1.0,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a free app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler6@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'input edittext'. The text on this component is 'Crowd3116'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input edittext'. The text on this component is '94102'. The hint text of this component is 'Postal Code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input edittext'. 
The purpose of this input component may be 'input edittext'. What is the hint text of this input component?",Email,Email Address,0.92507385850726,0.92507385850726,0.92507385850726,0.92507385850726
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.google.com/intl/en/policies/privacy/partners/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'newtab'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'bookmarks'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://waplog.com/home/faq'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'clear'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a healow app. On its AdvancePracticeSearchActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Search By'. 
The purpose of this input component may be 'searchBy'. What is the hint text of this input component?",Enter Practice Name,Enter Name or Number,0.5,0.4043537731417560,0.4043537731417560,0.22507385850726
